farmer_id,aadhar_no,phone_no,village,land_size_acres,kharif_crop,rabi_crop,irrigation_type,soil_type,last_subsidy_date,farm_category
FAR000191,9108907497073,9666173747,Lakshmi Puram,45.54,Paddy,Wheat,Flood,Alluvial,2024-01-13,SC/ST (Large (>12.35 acre
FAR000192,7747679618967,9777000111,Sundarapuram,54.46,Paddy,Wheat,Borewell,Alluvial,2024-01-13,Large (>12.35 acres)
FAR000193,4532462842793,9553520971,Maruthi Extension,32.29,Jowar,Wheat,Borewell,Loamy,2024-01-13,SC/ST (Large (>12.35 acre
FAR000194,9787162918470,9632725350,Raja Rajeshwari,0.31,Paddy,Wheat,Flood,Loamy,2024-01-13,SC/ST (Marginal (<2.47 ac
FAR000195,4496737312334,9274619927,Venkatesh Pura,22.87,Paddy,Oats,Sprinkler,Alluvial,2024-01-13,Large (>12.35 acres)
FAR000196,4800914358498,9282924791,Ganesha Nagar,0.28,Paddy,Wheat,Rainfed,Clay,2024-01-14,Marginal (<2.47 acres)
FAR000197,3636210263850,9787565136,Lakshmi Puram,1.56,Paddy,Wheat,Sprinkler,Loamy,2024-01-14,Marginal (<2.47 acres)
FAR000198,3823155412180,9926224778,Lakshmi Puram,1.22,Paddy,Wheat,Rainfed,Alluvial,2024-01-14,Marginal (<2.47 acres)
FAR000199,4316339652670,9750002005,Gokul Vihar,3.74,Jowar,Oats,Rainfed,Alluvial,2024-01-14,Small (2.47-4.94 acres)
FAR000200,5937302923257,9839987847,Yelachaguppe,54.97,Jowar,Wheat,Rainfed,Black (Regur),2024-01-14,Large (>12.35 acres)
FAR000201,5584689115156,9127414959,Hanumantha Nagar,4.76,Paddy,Wheat,Borewell,Sandy Loam,2024-01-14,SC/ST (Small (2.47-4.94 a
FAR000202,7394116130028,9935137823,Subramanya Swamy,0.82,Jowar,Oats,Borewell,Clay,2024-01-14,Marginal (<2.47 acres)
FAR000203,7457983199200,9912726300,Devi Krupa,2.43,Jowar,Wheat,Drip,Alluvial,2024-01-14,Marginal (<2.47 acres)
FAR000204,6784759987511,9678298985,Uttara Phalguni,0.98,Paddy,Wheat,Rainfed,Clay,2024-01-14,Marginal (<2.47 acres)
FAR000205,9164414126499,9101757791,Maruthi Extension,2.66,Paddy,Oats,Rainfed,Clay,2024-01-14,Small (2.47-4.94 acres)
FAR000206,6560771630286,9634628855,Skanda Giri,0.53,Paddy,Wheat,Borewell,Loamy,2024-01-14,Marginal (<2.47 acres)
FAR000207,7276130595421,9821080952,Raja Rajeshwari,0.56,Paddy,Wheat,Borewell,Alluvial,2024-01-14,Marginal (<2.47 acres)
FAR000208,2670258855301,9817898343,Venkatesh Pura,3.32,Paddy,Wheat,Rainfed,Black (Regur),2024-01-14,Small (2.47-4.94 acres)
FAR000209,8118855179512,9819259524,Devi Krupa,20.87,Jowar,Wheat,Flood,Alluvial,2024-01-14,Large (>12.35 acres)
FAR000210,6171139246317,9391945100,Devi Krupa,0.34,Paddy,Oats,Drip,Clay,2024-01-15,Marginal (<2.47 acres)
FAR000211,5805774683497,9190930559,Maruthi Extension,0.87,Paddy,Wheat,Rainfed,Red,2024-01-15,SC/ST (Marginal (<2.47 ac
FAR000212,3803926560232,9390623320,Rampur Village,0.45,Paddy,Wheat,Borewell,Red,2024-01-15,SC/ST (Marginal (<2.47 ac
FAR000213,6133572855936,9628959785,Bhoga Nandeeshwara,1.27,Paddy,Wheat,Rainfed,Clay,2024-01-15,Marginal (<2.47 acres)
FAR000214,5079680378507,9282711561,Venkatesh Pura,1.06,Paddy,Wheat,Borewell,Loamy,2024-01-15,Marginal (<2.47 acres)
FAR000215,9773449585138,9743822745,Shivaji Colony,10.86,Jowar,Wheat,Borewell,Loamy,2024-01-15,Medium (4.94-12.35 acres)
FAR000216,4557214023606,9571339801,Devi Krupa,4.63,Jowar,Wheat,Rainfed,Alluvial,2024-01-15,Small (2.47-4.94 acres)
FAR000217,3382408106801,9886238164,Devi Krupa,3.15,Jowar,Wheat,Borewell,Clay,2024-01-15,Small (2.47-4.94 acres)
FAR000218,1230445610550,9744350870,Gokul Vihar,22.7,Paddy,Wheat,Borewell,Alluvial,2024-01-15,Large (>12.35 acres)
FAR000219,2883298111234,9215391403,Subramanya Swamy,1.33,Jowar,Wheat,Drip,Alluvial,2024-01-15,SC/ST (Marginal (<2.47 ac
FAR000220,7031405324716,9737015115,Bhoga Nandeeshwara,49.29,Paddy,Oats,Rainfed,Alluvial,2024-01-15,SC/ST (Large (>12.35 acre
FAR000221,5176886311075,9263405350,Bhoga Nandeeshwara,0.81,Paddy,Wheat,Rainfed,Clay,2024-01-15,Marginal (<2.47 acres)
FAR000222,5483413447226,9932082679,Subramanya Swamy,38.65,Paddy,Wheat,Rainfed,Red,2024-01-15,Large (>12.35 acres)
FAR000223,2368827910618,9390619002,Shivaji Colony,1.24,Paddy,Wheat,Borewell,Sandy Loam,2024-01-15,Marginal (<2.47 acres)
FAR000224,1651228026686,9564139065,Rampur Village,3.14,Paddy,Wheat,Canal,Loamy,2024-01-15,Small (2.47-4.94 acres)
FAR000225,4098536865731,9782901208,Neelkamal,0.29,Paddy,Oats,Borewell,Clay,2024-01-16,Marginal (<2.47 acres)
FAR000226,8548925552535,9207330379,Devi Krupa,0.72,Paddy,Wheat,Rainfed,Alluvial,2024-01-16,SC/ST (Marginal (<2.47 ac
FAR000227,5048392648699,9638007651,Anjaneya Layout,0.52,Paddy,Wheat,Rainfed,Red,2024-01-16,SC/ST (Marginal (<2.47 ac
FAR000228,2177863906556,9750821905,Keshavpur,51.35,Paddy,Wheat,Borewell,Alluvial,2024-01-16,Large (>12.35 acres)
FAR000229,7794336858231,9226355753,Bhoga Nandeeshwara,0.44,Paddy,Oats,Canal,Clay,2024-01-16,SC/ST (Marginal (<2.47 ac
FAR000230,8596215099684,9836817363,Gokul Vihar,33.68,Paddy,Wheat,Canal,Red,2024-01-16,Large (>12.35 acres)
FAR000231,3471337195946,9772549889,Uttara Phalguni,0.88,Paddy,Wheat,Rainfed,Clay,2024-01-16,Marginal (<2.47 acres)
FAR000232,3385802160861,9420529339,Bhoga Nandeeshwara,1.68,Paddy,Oats,Sprinkler,Loamy,2024-01-16,Marginal (<2.47 acres)
FAR000233,1918107869067,9245205536,Balaji Nagar,42.29,Jowar,Wheat,Rainfed,Sandy Loam,2024-01-16,Large (>12.35 acres)
FAR000234,6736952907469,9953249709,Shivaji Colony,0.48,Paddy,Wheat,Sprinkler,Clay,2024-01-16,Marginal (<2.47 acres)
FAR000235,2081150536823,9852965840,Ganesha Nagar,0.8,Paddy,Oats,Sprinkler,Loamy,2024-01-16,Marginal (<2.47 acres)
FAR000236,8866828653255,9224393018,Pushpagiri,0.66,Paddy,Wheat,Rainfed,Sandy Loam,2024-01-16,SC/ST (Marginal (<2.47 ac
FAR000237,7550335251072,9527594424,Raja Rajeshwari,0.63,Paddy,Wheat,Rainfed,Red,2024-01-16,Marginal (<2.47 acres)
FAR000238,3103778165962,9823999165,Shivaji Colony,3.77,Paddy,Oats,Rainfed,Loamy,2024-01-16,Small (2.47-4.94 acres)
FAR000239,6635772814876,9436804030,Anjaneya Layout,2.43,Jowar,Wheat,Borewell,Clay,2024-01-16,Marginal (<2.47 acres)
FAR000240,9208994796208,9554593352,Nandi Hills,1.13,Paddy,Wheat,Rainfed,Sandy Loam,2024-01-17,Marginal (<2.47 acres)
FAR000241,5050475816428,9797518750,Uttara Phalguni,25.1,Paddy,Oats,Borewell,Clay,2024-01-17,SC/ST (Large (>12.35 acre
FAR000242,1306770511536,9925570982,Rampur Village,1.73,Jowar,Wheat,Borewell,Alluvial,2024-01-17,Marginal (<2.47 acres)
FAR000243,1023699259123,9277513044,Devi Krupa,26.19,Paddy,Wheat,Rainfed,Sandy Loam,2024-01-17,Large (>12.35 acres)
FAR000244,6419672323443,9756981013,Lakshmi Puram,3.27,Jowar,Oats,Borewell,Clay,2024-01-17,Small (2.47-4.94 acres)
FAR000245,1680550619192,9986630672,Venkatesh Pura,1.38,Paddy,Wheat,Canal,Loamy,2024-01-17,Marginal (<2.47 acres)
FAR000246,2515808592567,9878944287,Raja Rajeshwari,0.5,Jowar,Oats,Rainfed,Loamy,2024-01-17,Marginal (<2.47 acres)
FAR000247,6407371815408,9591442464,Sundarapuram,3.91,Paddy,Wheat,Drip,Clay,2024-01-17,SC/ST (Small (2.47-4.94 a
FAR000248,5511786101355,9567685641,Hanumantha Nagar,1.32,Paddy,Wheat,Borewell,Clay,2024-01-17,SC/ST (Marginal (<2.47 ac
FAR000249,5985727924769,9170487812,Skanda Giri,3.3,Jowar,Wheat,Drip,Alluvial,2024-01-17,Small (2.47-4.94 acres)
FAR000250,8650790967802,9295470147,Neelkamal,0.39,Paddy,Oats,Rainfed,Black (Regur),2024-01-17,Marginal (<2.47 acres)
FAR000251,7521796079697,9981431205,Yelachaguppe,4.47,Paddy,Wheat,Rainfed,Loamy,2024-01-17,Small (2.47-4.94 acres)
FAR000252,1449863603831,9721290463,Uttara Phalguni,1.76,Paddy,Wheat,Drip,Black (Regur),2024-01-17,Marginal (<2.47 acres)
FAR000253,8328735071592,9171073381,RedSoil Hamlet,32.7,Paddy,Wheat,Flood,Clay,2024-01-17,Large (>12.35 acres)
FAR000254,9283384318180,9151738835,Pushpagiri,2.31,Paddy,Wheat,Canal,Loamy,2024-01-17,Marginal (<2.47 acres)
FAR000255,8586155720651,9814686024,Venkatesh Pura,48.47,Jowar,Wheat,Borewell,Alluvial,2024-01-18,Large (>12.35 acres)
FAR000256,3951906804056,9713409468,Yelachaguppe,2.63,Paddy,Wheat,Borewell,Clay,2024-01-18,Small (2.47-4.94 acres)
FAR000257,2537264203616,9265516083,Keshavpur,19.26,Paddy,Oats,Rainfed,Clay,2024-01-18,Large (>12.35 acres)
FAR000258,6687724281447,9933796103,Uttara Phalguni,2.87,Jowar,Wheat,Sprinkler,Loamy,2024-01-18,Small (2.47-4.94 acres)
FAR000259,8803611877304,9454522551,Raja Rajeshwari,2.06,Paddy,Wheat,Rainfed,Loamy,2024-01-18,Marginal (<2.47 acres)
FAR000260,2456333407958,9847433757,Shivaji Colony,55.7,Paddy,Wheat,Borewell,Alluvial,2024-01-18,Large (>12.35 acres)
FAR000261,6060659162631,9230355785,Nandi Hills,2.06,Paddy,Wheat,Rainfed,Alluvial,2024-01-18,Marginal (<2.47 acres)
FAR000262,2750918701532,9920994125,Raja Rajeshwari,1.09,Paddy,Wheat,Flood,Red,2024-01-18,SC/ST (Marginal (<2.47 ac
FAR000263,7487306356653,9500257915,Sundarapuram,0.92,Paddy,Wheat,Rainfed,Loamy,2024-01-18,SC/ST (Marginal (<2.47 ac
FAR000264,5312767176141,9736337655,Skanda Giri,56.81,Paddy,Wheat,Drip,Clay,2024-01-18,Large (>12.35 acres)
FAR000265,3021307410754,9774302650,Balaji Nagar,1.46,Jowar,Wheat,Borewell,Alluvial,2024-01-18,Marginal (<2.47 acres)
FAR000266,2396999536973,9787275703,Uttara Phalguni,58.8,Paddy,Oats,Rainfed,Alluvial,2024-01-18,Large (>12.35 acres)
FAR000267,8551432999496,9390524373,Dakshina Mukhi,2.81,Paddy,Oats,Rainfed,Clay,2024-01-18,Small (2.47-4.94 acres)
FAR000268,3246805776646,9900057228,Subramanya Swamy,56.53,Paddy,Oats,Sprinkler,Loamy,2024-01-18,SC/ST (Large (>12.35 acre
FAR000269,4051530363257,9231140786,Neelkamal,3.24,Paddy,Wheat,Borewell,Clay,2024-01-18,SC/ST (Small (2.47-4.94 a
FAR000270,2699834321164,9658230074,Pushpagiri,1.9,Paddy,Wheat,Borewell,Loamy,2024-01-19,Marginal (<2.47 acres)
FAR000271,4091798830536,9562004029,Rampur Village,1.52,Paddy,Wheat,Canal,Black (Regur),2024-01-19,Marginal (<2.47 acres)
FAR000272,2844185367037,9339295516,Uttara Phalguni,52.94,Paddy,Wheat,Rainfed,Red,2024-01-19,Large (>12.35 acres)
FAR000273,4251157515360,9869264220,Shivaji Colony,2.13,Paddy,Wheat,Sprinkler,Black (Regur),2024-01-19,SC/ST (Marginal (<2.47 ac
FAR000274,1892774504918,9294836541,Gokul Vihar,1.13,Jowar,Wheat,Borewell,Loamy,2024-01-19,Marginal (<2.47 acres)
FAR000275,4429342889587,9408156843,Hanumantha Nagar,3.04,Paddy,Oats,Borewell,Alluvial,2024-01-19,Small (2.47-4.94 acres)
FAR000276,7745553080671,9964304261,Neelkamal,46.64,Jowar,Oats,Rainfed,Alluvial,2024-01-19,SC/ST (Large (>12.35 acre
FAR000277,4644452807479,9406850274,Pushpagiri,3.32,Paddy,Wheat,Flood,Clay,2024-01-19,Small (2.47-4.94 acres)
FAR000278,6339934224733,9965240804,Ganesha Nagar,2.27,Paddy,Oats,Rainfed,Clay,2024-01-19,Marginal (<2.47 acres)
FAR000279,9743305896016,9909653315,Pushpagiri,59.16,Paddy,Wheat,Borewell,Red,2024-01-19,Large (>12.35 acres)
FAR000280,5414851452088,9780367565,Anjaneya Layout,1.55,Paddy,Wheat,Drip,Loamy,2024-01-19,Marginal (<2.47 acres)
FAR000281,3513328750040,9962126844,Gokul Vihar,11.4,Paddy,Wheat,Borewell,Loamy,2024-01-19,SC/ST (Medium (4.94-12.35
FAR000282,8043491267481,9778844869,Uttara Phalguni,57.94,Jowar,Wheat,Rainfed,Loamy,2024-01-19,SC/ST (Large (>12.35 acre
FAR000283,6181642459339,9975024400,Venkatesh Pura,3.89,Paddy,Wheat,Flood,Sandy Loam,2024-01-19,SC/ST (Small (2.47-4.94 a
FAR000284,4311919810493,9811941040,Balaji Nagar,58.53,Paddy,Wheat,Rainfed,Loamy,2024-01-19,Large (>12.35 acres)
FAR000285,8313708577033,9841150871,Gokul Vihar,61.02,Paddy,Wheat,Rainfed,Clay,2024-01-20,Large (>12.35 acres)
FAR000286,9264538736110,9485704396,Balaji Nagar,4.74,Paddy,Oats,Rainfed,Loamy,2024-01-20,Small (2.47-4.94 acres)
FAR000287,7559490098884,9943775371,Raja Rajeshwari,32.07,Jowar,Wheat,Borewell,Alluvial,2024-01-20,Large (>12.35 acres)
FAR000288,2090873105232,9606347320,RedSoil Hamlet,0.99,Paddy,Oats,Canal,Alluvial,2024-01-20,Marginal (<2.47 acres)
FAR000289,5802426656987,9290986396,Anjaneya Layout,3.29,Paddy,Wheat,Flood,Clay,2024-01-20,Small (2.47-4.94 acres)
FAR000290,2591802626914,9863026749,Uttara Phalguni,1.44,Paddy,Oats,Drip,Sandy Loam,2024-01-20,Marginal (<2.47 acres)
FAR000291,6901429883535,9387076449,Nandi Hills,3.33,Jowar,Oats,Drip,Black (Regur),2024-01-20,Small (2.47-4.94 acres)
FAR000292,9779139330634,9374682957,Lakshmi Puram,34.71,Paddy,Wheat,Drip,Red,2024-01-20,SC/ST (Large (>12.35 acre
FAR000293,4649987975456,9240878119,Ganesha Nagar,0.64,Paddy,Wheat,Drip,Red,2024-01-20,Marginal (<2.47 acres)
FAR000294,2565565686041,9247520942,RedSoil Hamlet,1.18,Jowar,Wheat,Sprinkler,Black (Regur),2024-01-20,Marginal (<2.47 acres)
FAR000295,3929634282961,9569350280,Rampur Village,43.6,Jowar,Wheat,Rainfed,Sandy Loam,2024-01-20,Large (>12.35 acres)
FAR000296,2804263656003,9532216463,Sundarapuram,1.72,Jowar,Wheat,Rainfed,Red,2024-01-20,SC/ST (Marginal (<2.47 ac
FAR000297,1654318046608,9921311500,Gokul Vihar,2.38,Jowar,Wheat,Rainfed,Clay,2024-01-20,Marginal (<2.47 acres)
FAR000298,8684876906400,9503444149,RedSoil Hamlet,1.17,Paddy,Wheat,Rainfed,Alluvial,2024-01-20,Marginal (<2.47 acres)
FAR000299,7453843336599,9655165667,Bhoga Nandeeshwara,2.46,Paddy,Wheat,Canal,Alluvial,2024-01-20,Marginal (<2.47 acres)
FAR000300,1892391203588,9781796248,Raja Rajeshwari,10.5,Paddy,Wheat,Drip,Loamy,2024-01-21,SC/ST (Medium (4.94-12.35
FAR000301,5290389762786,9231587115,Keshavpur,2.24,Jowar,Wheat,Rainfed,Clay,2024-01-21,SC/ST (Marginal (<2.47 ac
FAR000302,2660739004122,9458796659,Balaji Nagar,0.67,Jowar,Oats,Rainfed,Alluvial,2024-01-21,Marginal (<2.47 acres)
FAR000303,5913760581080,9828476021,Anjaneya Layout,1.3,Paddy,Wheat,Canal,Clay,2024-01-21,Marginal (<2.47 acres)
FAR000304,8350597656944,9200348907,Dakshina Mukhi,4.39,Paddy,Wheat,Drip,Loamy,2024-01-21,Small (2.47-4.94 acres)
FAR000305,2299360049371,9135925598,Raja Rajeshwari,1.41,Paddy,Oats,Borewell,Red,2024-01-21,Marginal (<2.47 acres)
FAR000306,2660376817186,9751108910,Neelkamal,1.14,Jowar,Wheat,Rainfed,Clay,2024-01-21,SC/ST (Marginal (<2.47 ac
FAR000307,9625431750862,9547039972,Shivaji Colony,2.92,Paddy,Wheat,Rainfed,Red,2024-01-21,Small (2.47-4.94 acres)
FAR000308,5512720660546,9327113376,Rampur Village,25.73,Paddy,Wheat,Drip,Alluvial,2024-01-21,Large (>12.35 acres)
FAR000309,9902287182568,9175351123,Bhoga Nandeeshwara,6.1,Paddy,Wheat,Sprinkler,Sandy Loam,2024-01-21,Medium (4.94-12.35 acres)
FAR000310,2753260246568,9458011545,Uttara Phalguni,6.58,Paddy,Wheat,Rainfed,Sandy Loam,2024-01-21,Medium (4.94-12.35 acres)
FAR000311,8335105620896,9642192098,Lakshmi Puram,1.74,Jowar,Wheat,Rainfed,Loamy,2024-01-21,Marginal (<2.47 acres)
FAR000312,7927247127063,9340528679,Hanumantha Nagar,0.48,Paddy,Wheat,Rainfed,Red,2024-01-21,Marginal (<2.47 acres)
FAR000313,1733503490619,9529113449,Pushpagiri,4.08,Jowar,Wheat,Drip,Red,2024-01-21,Small (2.47-4.94 acres)
FAR000314,7520863077002,9504590174,Venkatesh Pura,0.47,Paddy,Wheat,Flood,Sandy Loam,2024-01-21,Marginal (<2.47 acres)
FAR000315,6291241511125,9912197546,Rampur Village,1.85,Paddy,Wheat,Flood,Loamy,2024-01-22,Marginal (<2.47 acres)
FAR000316,8589662728191,9420839623,Pushpagiri,45.37,Jowar,Oats,Drip,Red,2024-01-22,SC/ST (Large (>12.35 acre
FAR000317,7124973673847,9843522094,Yelachaguppe,0.9,Jowar,Wheat,Sprinkler,Alluvial,2024-01-22,Marginal (<2.47 acres)
FAR000318,3066556376116,9411173931,Gokul Vihar,2.68,Jowar,Wheat,Rainfed,Alluvial,2024-01-22,Small (2.47-4.94 acres)
FAR000319,1246670643660,9878231977,Bhoga Nandeeshwara,0.31,Paddy,Wheat,Rainfed,Red,2024-01-22,Marginal (<2.47 acres)
FAR000320,8587627109186,9949042187,Sundarapuram,1.54,Jowar,Wheat,Rainfed,Sandy Loam,2024-01-22,Marginal (<2.47 acres)
FAR000321,1341117610643,9531012349,Venkatesh Pura,2.23,Jowar,Wheat,Rainfed,Loamy,2024-01-22,Marginal (<2.47 acres)
FAR000322,3434752361835,9932377181,Shivaji Colony,3.11,Paddy,Wheat,Canal,Loamy,2024-01-22,Small (2.47-4.94 acres)
FAR000323,7820124892024,9302307235,RedSoil Hamlet,1.56,Paddy,Wheat,Flood,Loamy,2024-01-22,SC/ST (Marginal (<2.47 ac
FAR000324,6093129283729,9139990862,Sundarapuram,1.64,Paddy,Wheat,Rainfed,Black (Regur),2024-01-22,Marginal (<2.47 acres)
FAR000325,6226548994938,9321452753,GreenVillage,1.48,Jowar,Wheat,Borewell,Black (Regur),2024-01-22,SC/ST (Marginal (<2.47 ac
FAR000326,3384909921995,9822425816,Keshavpur,0.9,Paddy,Wheat,Rainfed,Black (Regur),2024-01-22,Marginal (<2.47 acres)
FAR000327,6920672970787,9820996236,Yelachaguppe,55.27,Paddy,Wheat,Drip,Alluvial,2024-01-22,Large (>12.35 acres)
FAR000328,6468367336469,9531245015,Pushpagiri,2.24,Paddy,Wheat,Rainfed,Red,2024-01-22,SC/ST (Marginal (<2.47 ac
FAR000329,8696507677227,9885179072,Subramanya Swamy,6.93,Paddy,Wheat,Rainfed,Red,2024-01-22,Medium (4.94-12.35 acres)
FAR000330,3739587772887,9618490743,Balaji Nagar,19.24,Jowar,Wheat,Sprinkler,Alluvial,2024-01-23,Large (>12.35 acres)
FAR000331,6060658553984,9745530992,Nandi Hills,20.83,Jowar,Oats,Flood,Loamy,2024-01-23,Large (>12.35 acres)
FAR000332,9402818233885,9262940698,Bhoga Nandeeshwara,0.29,Jowar,Oats,Rainfed,Alluvial,2024-01-23,Marginal (<2.47 acres)
FAR000333,6838804324077,9207611795,Pushpagiri,3.89,Jowar,Wheat,Rainfed,Clay,2024-01-23,Small (2.47-4.94 acres)
FAR000334,2017870575778,9572460817,Venkatesh Pura,1.48,Paddy,Wheat,Borewell,Loamy,2024-01-23,Marginal (<2.47 acres)
FAR000335,3884153414654,9675694655,Keshavpur,12.89,Jowar,Wheat,Drip,Alluvial,2024-01-23,SC/ST (Large (>12.35 acre
FAR000336,9714961770546,9482018824,Skanda Giri,2.25,Paddy,Oats,Rainfed,Alluvial,2024-01-23,Marginal (<2.47 acres)
FAR000337,8915414493944,9920775113,Balaji Nagar,45.22,Jowar,Wheat,Borewell,Loamy,2024-01-23,SC/ST (Large (>12.35 acre
FAR000338,1589681608058,9946603381,Subramanya Swamy,2.28,Paddy,Wheat,Sprinkler,Black (Regur),2024-01-23,SC/ST (Marginal (<2.47 ac
FAR000339,9399805586128,9901485946,Sundarapuram,1.1,Paddy,Wheat,Rainfed,Alluvial,2024-01-23,Marginal (<2.47 acres)
FAR000340,2313289018365,9793879832,Hanumantha Nagar,2.88,Paddy,Wheat,Rainfed,Sandy Loam,2024-01-23,Small (2.47-4.94 acres)
FAR000341,1970998011746,9133073520,Neelkamal,3.96,Jowar,Wheat,Flood,Red,2024-01-23,Small (2.47-4.94 acres)
FAR000342,7589702980257,9611390080,Maruthi Extension,1.11,Paddy,Oats,Sprinkler,Red,2024-01-23,Marginal (<2.47 acres)
FAR000343,4185458554720,9825243450,Gokul Vihar,1.04,Paddy,Wheat,Drip,Alluvial,2024-01-23,Marginal (<2.47 acres)
FAR000344,8126647156473,9433928355,GreenVillage,3.87,Paddy,Wheat,Rainfed,Sandy Loam,2024-01-23,SC/ST (Small (2.47-4.94 a
FAR000345,3375566145628,9532400657,Hanumantha Nagar,1.72,Paddy,Wheat,Flood,Loamy,2024-01-24,Marginal (<2.47 acres)
FAR000346,7450530981318,9489913646,Uttara Phalguni,13.89,Jowar,Oats,Rainfed,Loamy,2024-01-24,SC/ST (Large (>12.35 acre
FAR000347,4248672523643,9110647886,Nandi Hills,1.57,Paddy,Wheat,Rainfed,Loamy,2024-01-24,Marginal (<2.47 acres)
FAR000348,6276282557278,9730644128,Dakshina Mukhi,1.35,Paddy,Wheat,Borewell,Loamy,2024-01-24,Marginal (<2.47 acres)
FAR000349,5706458839192,9301708053,Hanumantha Nagar,4.37,Paddy,Wheat,Flood,Black (Regur),2024-01-24,Small (2.47-4.94 acres)
FAR000350,5035627613808,9772377175,Nandi Hills,0.42,Paddy,Wheat,Canal,Alluvial,2024-01-24,Marginal (<2.47 acres)
FAR000351,4968893193489,9764415552,Shivaji Colony,33.84,Paddy,Wheat,Borewell,Loamy,2024-01-24,Large (>12.35 acres)
FAR000352,6054383030701,9388650378,Venkatesh Pura,2.07,Paddy,Wheat,Canal,Loamy,2024-01-24,SC/ST (Marginal (<2.47 ac
FAR000353,2426876366460,9800813418,Maruthi Extension,41.52,Paddy,Wheat,Borewell,Alluvial,2024-01-24,Large (>12.35 acres)
FAR000354,2841350567799,9206849177,Balaji Nagar,0.45,Jowar,Wheat,Rainfed,Loamy,2024-01-24,Marginal (<2.47 acres)
FAR000355,5863876616031,9186047065,Keshavpur,4.82,Paddy,Oats,Rainfed,Loamy,2024-01-24,Small (2.47-4.94 acres)
FAR000356,7174282536288,9632472517,Lakshmi Puram,0.66,Paddy,Oats,Rainfed,Alluvial,2024-01-24,SC/ST (Marginal (<2.47 ac
FAR000357,1704366151656,9687371488,Keshavpur,52.21,Paddy,Wheat,Sprinkler,Clay,2024-01-24,Large (>12.35 acres)
FAR000358,2069194220066,9282321598,Skanda Giri,24.69,Paddy,Wheat,Rainfed,Alluvial,2024-01-24,SC/ST (Large (>12.35 acre
FAR000359,8728220019280,9893652439,RedSoil Hamlet,0.74,Paddy,Wheat,Rainfed,Red,2024-01-24,SC/ST (Marginal (<2.47 ac
FAR000360,7817262732316,9413043749,Yelachaguppe,10.17,Paddy,Wheat,Borewell,Alluvial,2024-01-25,Medium (4.94-12.35 acres)
FAR000361,7277320275456,9231509864,Yelachaguppe,3.87,Jowar,Wheat,Rainfed,Red,2024-01-25,Small (2.47-4.94 acres)
FAR000362,9451422132470,9767056784,Maruthi Extension,4.19,Paddy,Wheat,Borewell,Black (Regur),2024-01-25,SC/ST (Small (2.47-4.94 a
FAR000363,7735450418099,9596389176,Sundarapuram,2.3,Paddy,Wheat,Rainfed,Alluvial,2024-01-25,Marginal (<2.47 acres)
FAR000364,3943521575946,9589991693,Lakshmi Puram,54.95,Paddy,Wheat,Drip,Clay,2024-01-25,Large (>12.35 acres)
FAR000365,9275523055769,9172331602,Pushpagiri,4.52,Jowar,Oats,Flood,Alluvial,2024-01-25,Small (2.47-4.94 acres)
FAR000366,6275476163817,9301055239,Neelkamal,1.57,Paddy,Wheat,Flood,Loamy,2024-01-25,Marginal (<2.47 acres)
FAR000367,7471437622977,9122158007,Balaji Nagar,0.52,Jowar,Wheat,Rainfed,Sandy Loam,2024-01-25,Marginal (<2.47 acres)
FAR000368,3393273009818,9345551126,Devi Krupa,1.8,Jowar,Oats,Borewell,Alluvial,2024-01-25,SC/ST (Marginal (<2.47 ac
FAR000369,7240193833852,9907265323,Shivaji Colony,1.86,Paddy,Wheat,Rainfed,Alluvial,2024-01-25,Marginal (<2.47 acres)
FAR000370,3230247696966,9605110081,Shivaji Colony,0.95,Jowar,Wheat,Rainfed,Loamy,2024-01-25,SC/ST (Marginal (<2.47 ac
FAR000371,4747653321343,9682211330,Skanda Giri,43.28,Jowar,Wheat,Borewell,Black (Regur),2024-01-25,SC/ST (Large (>12.35 acre
FAR000372,9852357807280,9160580276,Anjaneya Layout,13.56,Paddy,Wheat,Borewell,Black (Regur),2024-01-25,Large (>12.35 acres)
FAR000373,2110692301729,9238040204,RedSoil Hamlet,4.63,Paddy,Wheat,Rainfed,Clay,2024-01-25,SC/ST (Small (2.47-4.94 a
FAR000374,7823600369497,9583509316,Rampur Village,61.67,Jowar,Oats,Rainfed,Red,2024-01-25,Large (>12.35 acres)
FAR000375,2840241150070,9334007040,Uttara Phalguni,1.95,Paddy,Wheat,Rainfed,Loamy,2024-01-26,Marginal (<2.47 acres)
FAR000376,1742827452760,9544609508,Raja Rajeshwari,1.32,Paddy,Wheat,Rainfed,Red,2024-01-26,Marginal (<2.47 acres)
FAR000377,2316537817789,9722264596,Dakshina Mukhi,50.32,Jowar,Oats,Rainfed,Red,2024-01-26,Large (>12.35 acres)
FAR000378,8566466409098,9293876459,Rampur Village,1.19,Jowar,Oats,Sprinkler,Alluvial,2024-01-26,SC/ST (Marginal (<2.47 ac
FAR000379,8007844503255,9121241938,Lakshmi Puram,2.74,Paddy,Wheat,Rainfed,Clay,2024-01-26,Small (2.47-4.94 acres)
FAR000380,9108123054019,9689794615,RedSoil Hamlet,0.89,Paddy,Wheat,Rainfed,Red,2024-01-26,Marginal (<2.47 acres)
FAR000381,8409325228732,9615455077,Skanda Giri,0.77,Jowar,Wheat,Rainfed,Red,2024-01-26,Marginal (<2.47 acres)
